business_name,business_city,business_state,business_postal_code,inspection_id,inspection_score,lowest_score,violation_description
Nizario's Pizza #2,San Francisco,CA,94114,66336_20180321,85.0,31,Unclean or degraded floors walls or ceilings. Unapproved or unmaintained equipment or utensils. High risk vermin infestation. Inadequate and inaccessible handwashing facilities.
Nizario's Pizza #2,San Francisco,CA,94114,66336_20190417,94.0,61,Inadequate dressing rooms or improper storage of personal items. Inadequate and inaccessible handwashing facilities.
Nizario's Pizza SFSU,San Francisco,CA,94132,74983_20170217,96.0,74,Unclean or degraded floors walls or ceilings. Wiping cloths not clean or properly stored or inadequate sanitizer.
Nizario's Pizza SFSU,San Francisco,CA,94132,74983_20170926,98.0,88,Unclean or degraded floors walls or ceilings.
Nizario's Pizza SFSU,San Francisco,CA,94132,74983_20190306,98.0,94,Food safety certificate or food handler card not available.
No No Burger,San Francisco,CA,94103,82878_20161008,94.0,62,Wiping cloths not clean or properly stored or inadequate sanitizer. Inadequate and inaccessible handwashing facilities.
No No Burger,San Francisco,CA,94103,82878_20170726,67.0,27,Unclean or unsanitary food contact surfaces. Unclean or degraded floors walls or ceilings. No hot water or running water. Inadequate dressing rooms or improper storage of personal items. Mobile food facility not operating with an approved commissary. Permit license or inspection report not posted. Inadequate food safety knowledge or lack of certified food safety manager. Improper food storage.
Noah's New York Bagels #2113,San Francisco,CA,94104,3550_20170807,68.0,51,Insufficient hot water or running water. Moderate risk food holding temperature. Unclean or degraded floors walls or ceilings. Inadequately cleaned or sanitized food contact surfaces. Unapproved or unmaintained equipment or utensils. Inadequate dressing rooms or improper storage of personal items. Inadequate warewashing facilities or equipment. Improper or defective plumbing. Foods not protected from contamination. Improper food storage. Improper thawing methods.
Noah's New York Bagels #2113,San Francisco,CA,94104,3550_20181022,88.0,60,Inadequate and inaccessible handwashing facilities. Unclean or degraded floors walls or ceilings. Permit license or inspection report not posted. Foods not protected from contamination.
Nob Hill Cafe,San Francisco,CA,94108,1829_20170926,82.0,42,Improper cooling methods. High risk food holding temperature. Foods not protected from contamination.
Nob Hill Cafe,San Francisco,CA,94108,1829_20180727,96.0,53,Moderate risk food holding temperature.
Nob Hill Liquors,San Francisco,CA,94109,65415_20170821,94.0,55,Insufficient hot water or running water. Unclean nonfood contact surfaces.
Nob Hill Liquors,San Francisco,CA,94109,65415_20180206,92.0,56,Improper food storage. Insufficient hot water or running water. No thermometers or uncalibrated thermometers.
Nob Hill Liquors,San Francisco,CA,94109,65415_20180828,94.0,58,Wiping cloths not clean or properly stored or inadequate sanitizer. Insufficient hot water or running water.
Nobhill Pizza & Shawerma,San Francisco,CA,94109,89416_20170202,98.0,87,Improper storage of equipment utensils or linens.
Nobhill Pizza & Shawerma,San Francisco,CA,94109,89416_20171006,94.0,52,Food safety certificate or food handler card not available. Insufficient hot water or running water.
Nobhill Pizza & Shawerma,San Francisco,CA,94109,89416_20180416,98.0,92,Unclean nonfood contact surfaces.
Nobhill Pizza & Shawerma,San Francisco,CA,94109,89416_20190923,93.0,46,High risk food holding temperature.
Noc Noc on Broadway,San Francisco,CA,94133,83946_20161028,96.0,55,Inadequate and inaccessible handwashing facilities.
Noe Valley Bakery,San Francisco,CA,94127,90819_20190128,89.0,30,High risk food holding temperature. Inadequately cleaned or sanitized food contact surfaces.
Noeteca,San Francisco,CA,94110,90010_20170105,96.0,61,Inadequate and inaccessible handwashing facilities.
Noeteca,San Francisco,CA,94110,90010_20170823,92.0,51,Inadequate and inaccessible handwashing facilities. Unapproved or unmaintained equipment or utensils. Wiping cloths not clean or properly stored or inadequate sanitizer.
Noeteca,San Francisco,CA,94110,90010_20180709,94.0,53,Unapproved or unmaintained equipment or utensils. Inadequate and inaccessible handwashing facilities.
Noir Lounge,San Francisco,CA,94102,72015_20170420,85.0,0,Unclean or degraded floors walls or ceilings. Unclean nonfood contact surfaces. Inadequate and inaccessible handwashing facilities. High risk food holding temperature.
Noir Lounge,San Francisco,CA,94102,72015_20171130,86.0,27,High risk food holding temperature. Unclean or unsanitary food contact surfaces.
Noir Lounge,San Francisco,CA,94102,72015_20190321,90.0,70,Inadequate and inaccessible handwashing facilities. Unapproved or unmaintained equipment or utensils. Foods not protected from contamination.
Nojo,San Francisco,CA,94102,85279_20171116,88.0,67,Inadequate and inaccessible handwashing facilities. Foods not protected from contamination. Inadequately cleaned or sanitized food contact surfaces.
Nojo,San Francisco,CA,94102,85279_20180926,94.0,51,Low risk vermin infestation. Inadequate and inaccessible handwashing facilities.
Nomica,San Francisco,CA,94114,88955_20190529,87.0,28,Unclean or unsanitary food contact surfaces. Moderate risk vermin infestation. Unclean or degraded floors walls or ceilings.
Noname Sushi,San Francisco,CA,94114,88342_20171213,96.0,69,Inadequately cleaned or sanitized food contact surfaces.
Nonna Rose Restaurant,San Francisco,CA,94133,1508_20180220,90.0,67,Inadequate warewashing facilities or equipment. Unapproved or unmaintained equipment or utensils. Improper food storage. Inadequately cleaned or sanitized food contact surfaces.
Nonna Rose Restaurant,San Francisco,CA,94133,1508_20190416,90.0,56,Moderate risk food holding temperature. Food safety certificate or food handler card not available. Inadequately cleaned or sanitized food contact surfaces.
Noodle Bar and Grill,San Francisco,CA,94133,69118_20171128,87.0,29,Improper food storage. Improper cooling methods. Inadequate and inaccessible handwashing facilities.
Noodle City,San Francisco,CA,94108,63049_20190403,90.0,67,Other low risk violation. Improper storage of equipment utensils or linens. Inadequate and inaccessible handwashing facilities. Improper food storage.
NoodleMe,San Francisco,CA,94105,87551_20171114,74.0,44,Inadequate food safety knowledge or lack of certified food safety manager. Unauthorized or unsafe use of time as a public health control measure. Noncompliance with HAACP plan or variance. Inadequate and inaccessible handwashing facilities. High risk food holding temperature.
NoodleMe,San Francisco,CA,94105,87551_20190123,72.0,40,Inadequately cleaned or sanitized food contact surfaces. Improper cooling methods. Inadequate HACCP plan record keeping. Foods not protected from contamination. Unauthorized or unsafe use of time as a public health control measure. Moderate risk food holding temperature.
NoodleMe,San Francisco,CA,94105,87551_20190617,82.0,37,Improper cooling methods. Improper reheating of food. Moderate risk food holding temperature.
Nook,San Francisco,CA,94109,93536_20171213,94.0,69,Low risk vermin infestation. Inadequate and inaccessible handwashing facilities.
Nook,San Francisco,CA,94109,93536_20180514,96.0,96,Unapproved or unmaintained equipment or utensils. Wiping cloths not clean or properly stored or inadequate sanitizer.
Noon-All Day,San Francisco,CA,94107,90595_20180320,92.0,56,Inadequately cleaned or sanitized food contact surfaces. Moderate risk food holding temperature.
Noori,San Francisco,CA,94122,67920_20170123,83.0,30,Improper cooling methods. Unapproved or unmaintained equipment or utensils. Improper storage use or identification of toxic substances. Unclean or degraded floors walls or ceilings. Moderate risk vermin infestation.
Noori,San Francisco,CA,94122,67920_20171213,86.0,67,Permit license or inspection report not posted. Moderate risk vermin infestation. Foods not protected from contamination. Food safety certificate or food handler card not available. Unclean or degraded floors walls or ceilings.
Noori,San Francisco,CA,94122,67920_20190405,81.0,26,Unclean or degraded floors walls or ceilings. Wiping cloths not clean or properly stored or inadequate sanitizer. Improper food storage. Foods not protected from contamination. Unclean nonfood contact surfaces. High risk vermin infestation.
Nopa,San Francisco,CA,94117,18921_20161109,93.0,0,Improper cooling methods.
Nopa,San Francisco,CA,94117,18921_20180409,93.0,11,Unclean or unsanitary food contact surfaces.
Nopalito,San Francisco,CA,94117,40001_20180423,90.0,53,Unapproved or unmaintained equipment or utensils. Moderate risk food holding temperature. Inadequately cleaned or sanitized food contact surfaces.
Nopalito,San Francisco,CA,94117,40001_20190419,91.0,48,Unclean or unsanitary food contact surfaces. Unapproved or unmaintained equipment or utensils.
Nopalito,San Francisco,CA,94122,68773_20190116,87.0,14,Low risk vermin infestation. Improper cooling methods. Moderate risk food holding temperature.
Norcina,San Francisco,CA,94133,90240_20171122,96.0,74,Improper storage of equipment utensils or linens. Improper or defective plumbing.
Norcina,San Francisco,CA,94133,90240_20180831,98.0,99,Unclean or degraded floors walls or ceilings.
Norcina,San Francisco,CA,94133,90240_20190510,96.0,95,Unapproved or unmaintained equipment or utensils. Improper food storage.
Nordstrom Espresso Bar,San Francisco,CA,94103,15120_20170407,92.0,63,Permit license or inspection report not posted. Unclean nonfood contact surfaces. Inadequately cleaned or sanitized food contact surfaces.
Nordstrom Espresso Bar,San Francisco,CA,94103,15120_20180314,94.0,63,Unclean or degraded floors walls or ceilings. Inadequate and inaccessible handwashing facilities.
Nordstrom Espresso Bar,San Francisco,CA,94103,15120_20190906,89.0,17,Inadequately cleaned or sanitized food contact surfaces. Unclean hands or improper use of gloves.
Nordstrom Expresso Bar,San Francisco,CA,94132,9208_20170330,94.0,68,Insufficient hot water or running water. Unapproved or unmaintained equipment or utensils.
Nordstrom Expresso Bar,San Francisco,CA,94132,9208_20171017,84.0,43,High risk food holding temperature. No hot water or running water. Food safety certificate or food handler card not available.
Nordstrom Expresso Bar,San Francisco,CA,94132,9208_20190404,98.0,84,Unapproved or unmaintained equipment or utensils.
Noriega Produce LLC,San Francisco,CA,94122,82563_20170630,85.0,31,Unclean or degraded floors walls or ceilings. Insufficient hot water or running water. Unclean or unsanitary food contact surfaces. Improper food storage.
